full_name,stargazers_count,description,created_at,updated_at,forks_count,watchers_count,size,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,archived,open_issues_count
strongloop/strong-pm,999,deployer for node applications,2014-06-03T21:48:54Z,2025-04-09T14:24:57Z,71,999,1056,JavaScript,True,True,True,True,False,False,False,2
deepskystacker/DSS,999,DeepSkyStacker,2018-02-24T18:57:15Z,2025-05-19T13:48:48Z,100,999,628726,C,False,True,True,True,False,True,False,12
GafferHQ/gaffer,999,"Gaffer is a node-based application for lookdev, lighting and automation",2013-03-27T00:04:53Z,2025-05-19T15:51:56Z,211,999,81778,Python,True,True,True,True,False,True,False,352
alexanderjeurissen/ranger_devicons,999,Ranger plugin that adds file glyphs / icon support to Ranger,2017-03-09T20:01:32Z,2025-05-09T23:40:17Z,75,999,204,Python,True,True,True,True,False,True,False,1
Darkempire78/OpenCalc,999,A simple and beautiful calculator for Android,2022-07-18T17:42:03Z,2025-05-19T16:31:42Z,123,999,7768,Kotlin,True,True,True,True,False,True,False,41
IzakMarais/reporter,999,Service that generates a PDF report from a Grafana dashboard,2016-07-08T13:38:16Z,2025-05-14T08:38:08Z,313,999,8685,Go,True,True,True,True,False,False,False,105
jnmcfly/awesome-startpage,999,This is a carefully compiled list of remarkable projects with the focus on startpages.,2020-09-26T07:05:28Z,2025-05-17T17:27:24Z,48,999,125,,True,False,True,False,False,False,False,0
msdx/status-bar-compat,999,"A compatible library for setting status bar color. Support MIUI, Flyme, EMUI3.1. 一行代码调用，布局零入侵。兼容小米，魅族，华为……",2016-06-21T02:16:39Z,2025-04-27T07:15:15Z,156,999,212,Java,True,True,True,True,True,False,False,3
xchacha20-poly1305/husi,999,Husi(虎兕) is a Non-professional and Recreational Proxy Tool Integration.,2023-12-24T06:19:29Z,2025-05-19T09:03:56Z,53,999,7450,Kotlin,True,False,True,True,False,True,False,5
xapax/security,999,Stuff about it-security that might be good to know,2017-03-04T03:18:28Z,2025-05-19T18:30:11Z,510,999,4758,CSS,True,True,True,True,True,False,False,8
EFForg/crocodilehunter,999,Taking one back for Steve Irwin 　 　 (๑•̀ㅂ•́)و,2018-09-10T20:44:12Z,2025-05-17T16:43:39Z,143,999,363,Python,True,True,True,True,False,False,False,32
sigstore/gitsign,999,Keyless Git signing using Sigstore,2022-05-12T15:38:22Z,2025-05-19T13:23:14Z,69,999,1842,Go,True,True,True,False,False,True,False,25
spurin/diveintoansible-lab,999,Dive Into Ansible Lab,2020-11-04T19:53:08Z,2025-05-18T09:17:33Z,614,999,23501,,True,True,True,True,False,False,False,8
google/schema-dts,999,JSON-LD TypeScript types for Schema.org vocabulary,2018-11-29T21:45:45Z,2025-05-19T16:02:30Z,34,999,2429,TypeScript,True,True,True,True,False,False,False,15
d35ha/CallObfuscator,999,Obfuscate specific windows apis with different apis,2019-06-30T19:50:01Z,2025-05-08T12:01:24Z,178,999,541,C++,True,True,True,True,False,False,False,3
heiseonline/embetty,999,🐙 Embetty displays remote content like tweets or YouTube videos without compromising your privacy.,2017-11-20T12:53:20Z,2025-05-16T17:25:31Z,33,999,11737,TypeScript,True,False,True,False,True,False,False,11
eliotfowler/EFCircularSlider,999,An extensible circular slider for iOS applications,2013-12-04T15:53:21Z,2025-01-09T03:56:51Z,158,999,450,Objective-C,True,True,True,True,True,False,False,21
bevacqua/react-dragula,999,:ok_hand: Drag and drop so simple it hurts,2015-08-04T18:40:21Z,2025-05-10T23:14:10Z,77,999,1209,JavaScript,True,True,True,True,True,False,False,27
KonghaYao/chinese-free-web-font-storage,999,中文网字计划 (Chinese Webfont Project) 是一个免费的中文 web 字体库，支持在线加载及查看字体信息。Explore our free CJK web font library that enables online loading and font information viewing.,2021-10-25T08:27:12Z,2025-05-17T00:49:28Z,38,999,935356,JavaScript,True,True,True,True,False,True,False,12
fox-it/dissect,999,"Dissect is a digital forensics & incident response framework and toolset that allows you to quickly access and analyse forensic artefacts from various disk and file formats, developed by Fox-IT (part of NCC Group).",2022-07-21T08:26:05Z,2025-05-17T12:58:23Z,71,999,65,,True,True,True,False,False,True,False,4
licensee/licensed,999,A Ruby gem to cache and verify the licenses of dependencies,2018-02-02T22:46:45Z,2025-05-19T15:26:45Z,126,999,19358,Ruby,True,False,True,False,False,True,False,3
seven456/MultiChannelPackageTool,999,Android Multi channel package tool （安卓多渠道打包工具）,2014-12-23T10:01:16Z,2025-02-27T22:11:03Z,227,999,363,Java,True,True,True,True,False,False,False,5
Shopify/remote-dom,999,,2020-06-17T18:31:40Z,2025-05-19T17:03:03Z,63,999,5371,TypeScript,True,True,True,True,False,True,False,26
kuangliu/pytorch-retinanet,999,RetinaNet in PyTorch,2017-08-18T11:48:50Z,2025-05-14T11:46:02Z,248,999,12185,Python,True,True,True,True,False,False,False,51
movsim/traffic-simulation-de,999,Source code for javascript simulation of website,2016-09-27T19:48:27Z,2025-05-15T02:34:44Z,148,999,31465,JavaScript,True,True,True,True,False,False,False,6
paulcollett/react-masonry-css,999,"React Masonry layout component powered by CSS, dependancy free",2017-07-20T05:24:36Z,2025-05-14T01:21:20Z,67,999,638,JavaScript,True,True,True,True,True,False,False,29
mity/md4c,999,C Markdown parser. Fast. SAX-like interface. Compliant to CommonMark specification.,2016-10-03T18:23:22Z,2025-05-19T11:05:44Z,167,999,1362,C,True,True,True,True,False,True,False,46
TomHarte/CLK,998,"A latency-hating emulator of: the Acorn Electron and Archimedes, Amstrad CPC, Apple II/II+/IIe and early Macintosh, Atari 2600 and ST, ColecoVision, Enterprise 64/128, Commodore Vic-20 and Amiga, MSX 1/2, Oric 1/Atmos, early PC compatibles, Sega Master System, Sinclair ZX80/81 and ZX Spectrum.",2015-07-16T23:46:52Z,2025-05-19T02:39:29Z,54,998,388573,C++,True,False,True,True,True,False,False,98
HamburgChimps/apple-notes-liberator,998,Free your Apple Notes data from Notes.app,2023-03-26T00:54:17Z,2025-05-19T10:52:04Z,23,998,176,Java,True,False,True,False,False,False,False,16
adactio/Pattern-Primer,998,Generating styled markup from a folder of markup snippets.,2011-11-18T12:03:32Z,2025-05-05T03:48:25Z,155,998,191,CSS,True,True,True,True,False,False,False,2
szymanowiczs/splatter-image,998,Official implementation of `Splatter Image: Ultra-Fast Single-View 3D Reconstruction' CVPR 2024,2023-12-18T21:24:24Z,2025-05-18T05:51:58Z,72,998,3087,Python,True,True,True,False,False,False,False,18
alirezanet/Gridify,998,"Easy and optimized way to apply Filtering, Sorting, and Pagination using text-based data.",2020-07-01T18:02:59Z,2025-05-19T01:37:32Z,77,998,2465,C#,True,False,True,True,True,True,False,23
cujojs/rest,998,RESTful HTTP client for JavaScript,2012-05-23T23:11:04Z,2025-05-16T21:31:56Z,146,998,1088,JavaScript,True,True,True,False,False,False,True,0
steipete/InterposeKit,998,A modern library to swizzle elegantly in Swift.,2020-05-11T07:47:40Z,2025-05-19T09:39:46Z,48,998,5724,Swift,True,False,True,False,True,False,False,13
evansm7/vftool,998,A simple macOS Virtualisation.framework wrapper,2020-11-25T17:55:01Z,2025-05-01T19:17:54Z,69,998,15,Objective-C,True,True,True,True,False,True,False,21
zahidkhawaja/langchain-chat-nextjs,998,Next.js frontend for LangChain Chat.,2023-01-27T21:45:27Z,2025-05-17T17:34:36Z,269,998,125,JavaScript,True,True,True,True,False,False,False,5
NVIDIA-AI-IOT/trt_pose,998,Real-time pose estimation accelerated with NVIDIA TensorRT,2019-07-29T19:42:14Z,2025-05-19T02:32:10Z,296,998,2065,Python,True,True,True,True,False,False,False,141
andev-software/graphql-ide,998,⚡️ GraphQL IDE - An extensive IDE for exploring GraphQL API's,2016-11-21T11:57:27Z,2025-04-29T16:33:08Z,69,998,5122,CSS,True,True,True,True,False,False,False,22
rossumur/espflix,998,A free video streaming service that runs on a ESP32,2020-06-06T15:24:30Z,2025-05-09T02:18:40Z,71,998,3653,C,True,True,True,True,True,False,False,11
Bush2021/chrome_plus,998,A DLL hijack implements Chrome full portability as well as tab enhancements.,2022-04-04T05:07:40Z,2025-05-19T00:47:21Z,103,998,24836,C++,True,False,True,False,False,False,False,4
wannabeOG/Mask-RCNN,998,A PyTorch implementation of the architecture of Mask RCNN,2018-06-22T09:19:05Z,2025-03-29T15:58:04Z,178,998,70,Python,True,True,True,True,False,False,False,16
R3nzTheCodeGOD/R3nzSkin,5000,Skin changer for League of Legends (LOL),2021-09-24T23:25:32Z,2025-05-18T16:20:51Z,794,5000,632,C++,False,False,True,False,False,False,True,57
xuexiangjys/XUI,5000,"💍A simple and elegant Android native UI framework, free your hands! (一个简洁而优雅的Android原生UI框架，解放你的双手！)",2019-01-07T07:59:02Z,2025-05-19T05:56:27Z,850,5000,279853,Java,True,True,True,True,True,True,False,9
rrrene/credo,4999,A static code analysis tool for the Elixir language with a focus on code consistency and teaching.,2015-09-27T13:16:15Z,2025-05-19T18:32:21Z,427,4999,5410,Elixir,True,True,True,False,False,False,False,26
fpillet/NSLogger,4999,"A modern, flexible logging tool",2010-09-30T18:03:41Z,2025-05-19T13:02:01Z,569,4999,32232,Objective-C,True,True,True,True,True,False,False,49
dreammis/social-auto-upload,4999,自动化上传视频到社交媒体：抖音、小红书、视频号、tiktok、youtube、bilibili,2023-12-04T07:49:16Z,2025-05-19T15:46:47Z,833,4999,9962,Python,True,True,True,True,False,False,False,19
jacobeisenstein/gt-nlp-class,4999,"Course materials for Georgia Tech CS 4650 and 7650, ""Natural Language""",2013-02-28T18:27:27Z,2025-05-16T06:27:41Z,1091,4999,331077,TeX,True,True,True,True,False,False,False,2
tboox/tbox,4999,🎁 A glib-like multi-platform c library,2011-04-10T15:01:20Z,2025-05-19T18:30:55Z,744,4999,32393,C,True,True,True,True,False,True,False,37
VeNoMouS/cloudscraper,4999,A Python module to bypass Cloudflare's anti-bot page.,2019-04-16T02:18:50Z,2025-05-19T14:54:55Z,514,4999,30606,Python,False,True,True,True,False,False,False,8
PaulJuliusMartinez/jless,4998,"jless is a command-line JSON viewer designed for reading, exploring, and searching through JSON data.",2021-04-24T05:35:41Z,2025-05-19T07:38:57Z,99,4998,2192,Rust,True,True,True,False,False,False,False,91
lllyasviel/ControlNet-v1-1-nightly,4998,Nightly release of ControlNet 1.1,2023-03-14T16:02:22Z,2025-05-19T17:24:10Z,396,4998,66765,Python,True,True,True,False,False,True,False,67
subzeroid/instagrapi,4998,🔥 The fastest and powerful Python library for Instagram Private API 2025 with HikerAPI SaaS,2020-07-30T20:14:10Z,2025-05-19T18:31:59Z,742,4998,6040,Python,True,True,True,False,True,True,False,411
yfeng95/PRNet,4998,Joint 3D Face Reconstruction and Dense Alignment with Position Map Regression Network (ECCV 2018),2018-03-20T11:44:06Z,2025-05-17T20:55:01Z,944,4998,7700,Python,True,True,True,True,False,False,False,168
mmp/pbrt-v3,4997,"Source code for pbrt, the renderer described in the third edition of ""Physically Based Rendering: From Theory To Implementation"", by Matt Pharr, Wenzel Jakob, and Greg Humphreys.",2015-06-15T18:13:08Z,2025-05-15T05:22:37Z,1209,4997,5729,C++,True,True,True,True,False,False,False,57
grassmunk/Chicago95,4997,A rendition of everyone's favorite 1995 Microsoft operating system for Linux. ,2016-04-15T19:53:03Z,2025-05-19T17:47:39Z,165,4997,31301,HTML,True,True,True,True,False,False,False,106
preservim/nerdcommenter,4997,Vim plugin for intensely nerdy commenting powers,2008-03-10T08:19:15Z,2025-05-15T12:16:42Z,447,4997,1000,Vim Script,True,False,True,False,False,False,False,100
qtile/qtile,4997,":cookie: A full-featured, hackable tiling window manager written and configured in Python (X11 + Wayland)",2008-08-30T00:16:40Z,2025-05-19T12:44:24Z,713,4997,12887,Python,True,True,True,True,False,True,False,167
fleetdm/fleet,4997,"Open-source platform for IT, security, and infrastructure teams. (Linux, macOS, Chrome, Windows, cloud, data center)",2020-11-03T22:17:18Z,2025-05-19T18:29:51Z,569,4997,1003375,Go,True,False,True,False,True,False,False,2457
alibaba/UltraViewPager,4996,UltraViewPager is an extension for ViewPager to provide multiple features in a single ViewPager.,2017-03-29T13:31:53Z,2025-05-15T07:44:16Z,680,4996,8873,Java,True,True,True,True,False,False,True,57
deepfence/ThreatMapper,4996,Open Source Cloud Native Application Protection Platform (CNAPP),2020-02-06T10:30:09Z,2025-05-19T07:19:41Z,609,4996,225829,TypeScript,True,False,True,False,True,True,False,144
sintaxi/harp,4996,Static Web Server/Generator/Bundler,2012-12-03T02:49:07Z,2025-05-12T03:45:59Z,341,4996,1603,JavaScript,True,True,True,False,False,False,False,45
libp2p/rust-libp2p,4996,The Rust Implementation of the libp2p networking stack. ,2017-03-24T20:05:11Z,2025-05-19T15:28:52Z,1071,4996,20293,Rust,True,True,True,False,True,True,False,205
folke/snacks.nvim,4996,🍿 A collection of QoL plugins for Neovim,2024-11-02T22:24:00Z,2025-05-19T18:43:09Z,246,4996,13918,Lua,True,True,True,True,False,True,False,177
vuejs/vue-loader,4995,📦 Webpack loader for Vue.js components,2014-10-02T00:05:07Z,2025-04-30T08:54:34Z,918,4995,6336,TypeScript,True,True,True,False,True,False,False,231
leoafarias/fvm,4995,Flutter Version Management: A simple CLI to manage Flutter SDK versions.,2019-02-22T06:57:07Z,2025-05-19T13:02:14Z,254,4995,11514,Dart,True,True,True,True,True,True,False,94
levey/AwesomeMenu,4994,Path 2.0 menu using CoreAnimation :),2011-12-01T06:12:49Z,2025-05-19T08:38:46Z,789,4994,885,Objective-C,True,True,True,False,False,False,False,21
dariusk/corpora,4994,A collection of small corpuses of interesting data for the creation of bots and similar stuff.,2014-02-23T00:52:11Z,2025-05-18T13:32:59Z,1301,4994,3079,JavaScript,True,True,True,True,False,False,False,15
Tribler/tribler,4994,Privacy enhanced BitTorrent client with P2P content discovery,2013-02-25T14:51:58Z,2025-05-19T17:16:46Z,460,4994,140825,Python,True,False,True,True,False,True,False,129
go-pay/gopay,4993,微信、支付宝、通联支付、拉卡拉、PayPal、Apple 的Go版本SDK。【极简、易用的聚合支付SDK】,2019-01-08T10:14:40Z,2025-05-19T07:24:52Z,823,4993,11381,Go,True,True,True,True,False,True,False,30
WebKit/WebKit-http,4993,Deprecated unofficial http mirror of the WebKit SVN repository,2011-01-11T13:50:19Z,2025-05-15T21:47:11Z,1981,4993,7847572,,False,False,True,False,False,False,True,0
spring-projects/spring-authorization-server,4993,Spring Authorization Server,2020-03-17T17:28:57Z,2025-05-16T15:55:56Z,1330,4993,6186,Java,True,True,True,True,False,False,False,60
Ylianst/MeshCentral,4993,A complete web-based remote monitoring and management web site. Once setup you can install agents and perform remote desktop session to devices on the local network or over the Internet.,2017-08-28T16:21:11Z,2025-05-19T10:08:16Z,654,4993,1600858,HTML,True,False,True,True,True,True,False,861
Jackpopc/CS-Books-Store,4992,你想要的计算机经典书籍，这里都有！,2021-03-25T15:38:42Z,2025-05-19T09:11:02Z,850,4992,89,,True,True,True,True,False,False,False,7
intel/hyperscan,4991,High-performance regular expression matching library,2015-09-21T21:58:00Z,2025-05-19T16:06:31Z,739,4991,5731,C++,True,False,True,False,True,False,False,192
rack/rack,4991,A modular Ruby web server interface.,2008-12-24T03:03:12Z,2025-05-18T22:05:27Z,1641,4991,10282,Ruby,True,True,True,True,True,True,False,20
inventree/InvenTree,4991,Open Source Inventory Management System,2017-03-23T01:44:10Z,2025-05-19T17:50:38Z,931,4991,229562,Python,True,False,True,False,False,True,False,241
jschr/bootstrap-modal,4991,"Extends the default Bootstrap Modal class. Responsive, stackable, ajax and more.",2012-09-26T20:06:00Z,2025-04-27T16:39:19Z,1086,4991,172,JavaScript,True,True,True,True,True,False,False,110
silenceper/wechat,4990,WeChat SDK for Go （微信SDK：简单、易用）,2016-09-06T07:25:01Z,2025-05-19T01:50:13Z,1103,4990,5889,Go,True,True,True,True,False,True,False,107
xataio/pgroll,4990,PostgreSQL zero-downtime migrations made easy,2023-06-22T15:29:36Z,2025-05-19T15:05:28Z,93,4990,3087,Go,True,True,True,False,True,True,False,71
sachaos/viddy,4990,👀 A modern watch command. Time machine and pager etc.,2021-08-14T06:40:12Z,2025-05-19T16:20:11Z,92,4990,21934,Rust,True,False,True,True,False,True,False,19
995icu/996ICU,4990,996ICU 995ICU 工作996 生病ICU 加班不规范 亲人两行泪,2019-03-28T04:39:02Z,2025-05-19T15:32:52Z,297,4990,7,,True,True,True,True,False,False,False,149
orhanobut/dialogplus,4990,Advanced dialog solution for android,2014-12-12T09:24:44Z,2025-05-06T22:27:58Z,791,4990,6790,Java,True,False,True,False,False,False,False,54
gregmalcolm/python_koans,4989,Python Koans - Learn Python through TDD,2010-03-01T17:04:31Z,2025-05-19T02:12:57Z,2847,4989,576,Python,True,True,True,True,False,False,False,21
Lyken17/pytorch-OpCounter,4989,Count the MACs / FLOPs of your PyTorch model.,2018-01-26T06:20:22Z,2025-05-19T02:18:17Z,531,4989,177,Python,True,True,True,True,False,False,False,84
cloudcommunity/Cloud-Free-Tier-Comparison,4988,"Comparing the free tier offers of the major cloud providers like AWS, Azure, GCP, Oracle etc.",2020-08-13T08:46:57Z,2025-05-19T13:48:49Z,307,4988,134,,True,True,True,True,False,False,False,15
get-alex/alex,4988,"Catch insensitive, inconsiderate writing",2015-08-15T19:53:54Z,2025-05-19T10:58:34Z,209,4988,5913,JavaScript,True,False,True,False,True,False,False,24
openexchangerates/accounting.js,4988,"A lightweight JavaScript library for number, money and currency formatting - fully localisable, zero dependencies.",2011-08-21T04:18:02Z,2025-05-14T19:33:17Z,530,4988,248,JavaScript,True,True,True,True,True,False,False,139
steven-tey/precedent,4988,"An opinionated collection of components, hooks, and utilities for your Next.js project.",2023-01-13T14:27:05Z,2025-05-19T17:26:39Z,450,4988,450,TypeScript,True,True,True,True,False,True,False,31
DingMouRen/LayoutManagerGroup,4988,:point_right: Customize the LayoutManager of RecyclerView(自定义LayoutManager),2018-04-28T11:47:38Z,2025-05-06T22:28:45Z,678,4988,45688,Java,True,True,True,True,False,False,False,41
mbleigh/acts-as-taggable-on,4987,A tagging plugin for Rails applications that allows for custom tagging along dynamic contexts.,2008-03-21T19:07:26Z,2025-05-16T10:39:12Z,1200,4987,1307,Ruby,True,True,True,True,False,False,False,311
mpociot/chatgpt-vscode,4986,A VSCode extension that allows you to use ChatGPT,2022-12-03T23:04:39Z,2025-05-17T16:26:47Z,364,4986,1009,TypeScript,True,True,True,True,False,False,False,51
antiwork/shortest,4986,QA via natural language AI tests,2024-09-18T20:44:05Z,2025-05-19T13:21:13Z,283,4986,2074,TypeScript,True,True,True,False,False,True,False,0
josephg/ShareJS,4985,Collaborative editing in any app,2011-04-18T15:02:15Z,2025-05-14T13:11:08Z,453,4985,6186,JavaScript,True,True,True,True,False,False,False,107
runelite/runelite,4985,Open source Old School RuneScape client,2016-04-30T20:48:02Z,2025-05-19T12:57:55Z,5368,4985,88102,Java,True,False,True,True,False,True,False,2136
rime/squirrel,4985,【鼠鬚管】Rime for macOS,2012-03-20T16:17:18Z,2025-05-19T14:23:35Z,418,4985,4477,Swift,True,True,True,True,False,False,False,176
2dust/clashN,4984,"A clash client for Windows, support Mihomo",2022-04-01T11:11:32Z,2025-05-19T11:54:50Z,611,4984,12754,C#,True,False,True,False,False,False,False,4
OpenGVLab/DragGAN,4984,"Unofficial Implementation of DragGAN - ""Drag Your GAN: Interactive Point-based Manipulation on the Generative Image Manifold"" （DragGAN 全功能实现，在线Demo，本地部署试用，代码、模型已全部开源，支持Windows, macOS, Linux）",2023-05-20T08:53:41Z,2025-05-17T16:30:36Z,491,4984,8225,Python,True,True,True,False,False,False,False,64
Unity-Technologies/FPSSample,4984,A first person multiplayer shooter example project in Unity,2018-10-17T09:03:54Z,2025-05-19T09:19:51Z,1854,4984,218876,C#,True,True,True,True,False,False,False,106
warmcat/libwebsockets,4984,canonical libwebsockets.org networking library,2013-02-06T07:00:44Z,2025-05-19T13:56:57Z,1533,4984,45407,C,True,False,True,False,False,False,False,168
vavkamil/awesome-bugbounty-tools,4983,A curated list of various bug bounty tools,2021-01-11T19:31:28Z,2025-05-19T14:54:21Z,797,4983,103,,True,True,True,True,False,False,False,0
spring-attic/spring-mvc-showcase,4983,Demonstrates the features of the Spring MVC web framework,2011-06-03T15:36:55Z,2025-05-07T01:55:04Z,3690,4983,765,Java,True,False,True,True,False,False,True,14
didi/booster,4983,🚀Optimizer for mobile applications,2019-04-23T08:23:13Z,2025-05-19T06:17:42Z,590,4983,11911,Kotlin,True,True,True,True,False,True,False,51
clibs/clib,4983,Package manager for the C programming language.,2012-10-28T07:50:09Z,2025-05-19T05:11:36Z,254,4983,807,C,True,True,True,True,False,True,False,25
rainyear/python3-in-one-pic,4982,Learn python3 in one picture.,2015-06-28T12:19:54Z,2025-05-11T15:26:38Z,981,4982,38342,Jupyter Notebook,True,True,True,True,True,False,False,15
asciidoctor/asciidoctor,4982,":gem: A fast, open source text processor and publishing toolchain, written in Ruby, for converting AsciiDoc content to HTML 5, DocBook 5, and other formats.",2012-06-01T19:09:20Z,2025-05-18T20:38:24Z,810,4982,18845,Ruby,True,True,True,True,False,False,False,746
tummychow/git-absorb,4982,"git commit --fixup, but automatic",2018-02-15T03:24:09Z,2025-05-19T17:43:02Z,82,4982,321,Rust,True,True,True,True,False,False,False,24
cinit/QAuxiliary,4982,QNotified phoenix - To make OICQ great again,2022-01-29T06:12:36Z,2025-05-19T14:23:12Z,367,4982,8362,Java,True,True,True,False,False,True,False,240
drk1wi/Modlishka,4981,Modlishka. Reverse Proxy.  ,2018-12-19T15:59:54Z,2025-05-19T06:51:14Z,895,4981,3540,Go,True,True,True,True,False,False,False,11
JodaOrg/joda-time,4981,Joda-Time is the widely used replacement for the Java date and time classes prior to Java SE 8.,2011-05-16T16:49:57Z,2025-05-18T12:37:32Z,995,4981,12937,Java,True,False,True,False,False,False,False,40
wallix/awless,4980,A Mighty CLI for AWS,2016-06-03T13:46:18Z,2025-05-14T00:56:14Z,261,4980,19305,Go,True,True,True,True,True,False,False,119
travisjeffery/jocko,4979,"Kafka implemented in Golang with built-in coordination (No ZK dep, single binary install, Cloud Native)",2016-10-11T00:09:47Z,2025-05-18T00:09:26Z,362,4979,11269,Go,True,True,True,True,False,True,False,60
syedhali/EZAudio,4978,"An iOS and macOS audio visualization framework built upon Core Audio useful for anyone doing real-time, low-latency audio processing and visualizations.",2013-11-30T00:47:11Z,2025-05-19T06:19:03Z,821,4978,9414,Objective-C,True,True,True,True,False,False,False,196
multimodal-art-projection/YuE,4978,"YuE: Open Full-song Music Generation Foundation Model, something similar to Suno.ai but open",2025-01-23T06:21:58Z,2025-05-19T08:56:32Z,546,4978,34494,Python,True,True,True,False,False,False,False,65
toeverything/blocksuite,4978,🧩 Content editing tech stack for the web - BlockSuite is a toolkit for building editors and collaborative applications.,2022-09-10T19:51:14Z,2025-05-19T10:37:08Z,465,4978,50835,TypeScript,True,True,True,True,False,True,False,175
pablof7z/chardin.js,4978,Simple overlay instructions for your apps.,2013-04-01T02:58:47Z,2025-05-05T22:16:11Z,499,4978,789,JavaScript,True,True,True,True,True,False,False,22
frogermcs/InstaMaterial,4977,Implementation of Instagram with Material Design (originally based on Emmanuel Pacamalan's concept),2014-11-10T18:56:49Z,2025-05-02T16:46:08Z,1437,4977,4531,Java,True,True,True,True,False,False,False,31
youlookwhat/CloudReader,4977,🗡️  云阅：一款基于网易云音乐UI，使用玩Android Api，Retrofit2 + RxJava2 + Room + MVVM-databinding架构开发的Android客户端,2016-11-20T11:59:25Z,2025-05-19T01:44:09Z,1334,4977,95431,Java,True,True,True,True,True,True,False,5
jankotek/mapdb,4977,"MapDB provides concurrent Maps, Sets and Queues backed by disk storage or off-heap-memory. It is a fast and easy to use embedded Java database engine.",2012-08-17T15:28:54Z,2025-05-18T18:08:12Z,882,4977,10247,Java,True,True,True,True,False,False,False,194
supabase-community/postgres-language-server,4977,A Language Server for Postgres,2023-05-17T19:23:15Z,2025-05-19T18:07:19Z,101,4977,10552,Rust,True,False,True,False,True,True,False,37
P-H-C/phc-winner-argon2,4977,"The password hash Argon2, winner of PHC ",2015-10-04T08:25:27Z,2025-05-18T12:50:57Z,421,4977,5907,C,True,True,True,True,False,False,False,93
jtroo/kanata,4976,Improve keyboard comfort and usability with advanced customization,2022-04-18T04:43:42Z,2025-05-19T16:26:01Z,180,4976,4361,Rust,True,False,True,True,False,True,False,107
facebookresearch/moco,4976,PyTorch implementation of MoCo: https://arxiv.org/abs/1911.05722,2020-03-17T22:42:11Z,2025-05-19T11:55:48Z,802,4976,45,Python,True,True,True,False,False,False,False,62
hashicorp/terraform-cdk,4975,Define infrastructure resources using programming constructs and provision them using HashiCorp Terraform,2020-01-08T16:13:45Z,2025-05-19T16:33:57Z,469,4975,130111,TypeScript,True,True,True,False,False,False,False,366
KubeOperator/KubeOperator,4975,KubeOperator 是一个开源的轻量级 Kubernetes 发行版，专注于帮助企业规划、部署和运营生产级别的 K8s 集群。,2018-11-19T06:13:32Z,2025-05-17T16:50:36Z,893,4975,178654,Go,True,False,True,False,False,False,True,47
simular-ai/Agent-S,4975,Agent S: an open agentic framework that uses computers like a human,2024-10-09T15:43:12Z,2025-05-19T17:49:30Z,481,4975,41264,Python,True,True,True,True,False,True,False,13
kuaifan/dootask,4974,DooTask是一款开源在线项目任务管理工具，提供各类文档协作工具、在线思维导图、在线流程图、项目管理、任务分发、即时IM，文件管理等工具；同时消息功能使用非对称加密技术让你的沟通更安全。,2021-08-29T07:59:27Z,2025-05-19T09:47:46Z,978,4974,322352,PHP,True,True,True,True,False,False,False,140
tianshiyeben/wgcloud,4974,Host management and monitoring tools,2019-01-15T02:02:21Z,2025-05-19T15:05:18Z,883,4974,48558,Java,True,True,True,True,False,False,False,45
dushixiang/next-terminal,4974,"Next Terminal is a simple, secure, and user-friendly interactive auditing system that supports multiple remote access protocols including RDP, SSH, VNC, Telnet, and HTTP",2020-12-20T13:18:29Z,2025-05-19T11:43:16Z,738,4974,21959,TypeScript,True,True,True,True,False,False,False,1
sipeed/NanoKVM,4972,"Affordable, Multifunctional, Nano RISC-V IP-KVM",2024-07-03T06:00:36Z,2025-05-19T15:59:26Z,159,4972,7641,C++,True,True,True,True,False,False,False,263
2227324689/gpmall,4971,【咕泡学院实战项目】-基于SpringBoot+Dubbo构建的电商平台-微服务架构、商城、电商、微服务、高并发、kafka、Elasticsearch,2019-07-18T14:09:22Z,2025-05-19T16:07:30Z,1883,4971,56925,Java,True,True,True,True,False,False,False,49
deployd/deployd,4970,a toolkit for building realtime APIs,2011-09-11T21:58:04Z,2025-05-13T01:35:20Z,659,4970,10281,JavaScript,True,True,True,False,False,False,False,135
Ocramius/ProxyManager,4970,🎩✨🌈 OOP Proxy wrappers/utilities - generates and manages proxies of your objects,2013-03-19T09:43:22Z,2025-05-18T19:25:09Z,192,4970,4676,PHP,True,False,True,False,True,False,False,51
moudey/Shell,4970,Powerful context menu manager for Windows File Explorer,2021-08-29T00:51:19Z,2025-05-19T15:35:45Z,159,4970,4678,C++,True,False,True,False,False,True,False,176
mosra/magnum,4969,Lightweight and modular C++11 graphics middleware for games and data visualization,2010-12-19T22:19:59Z,2025-05-19T01:50:18Z,451,4969,64168,C++,True,True,True,False,False,True,False,77
Exrick/xpay,4969,XPay个人免签收款支付系统 完全免费 资金直接到达本人账号 支持 支付宝 微信 QQ 云闪付 无需备案 无需签约 无需挂机监控APP 无需插件 无需第三方支付SDK 无需营业执照身份证 只需收款码 搞定支付流程 现已支持移动端支付 ,2017-12-12T16:11:19Z,2025-05-19T15:27:52Z,1116,4969,12147,Java,True,True,True,True,False,False,False,34
tholman/github-corners,4969,"A fresher ""Fork me on GitHub"" callout.",2015-10-28T15:53:36Z,2025-05-16T05:26:49Z,197,4969,49,HTML,True,True,True,True,False,False,False,13
